folder,figure,file,ok,msg,actual,expected,errortype
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_1,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_2,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_3,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_4,1,error importing source code Weinmann2021figure1_4,"expected an indented block after function definition on line 1 (Weinmann2021figure1_4.py, line 2)",should import,import error
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_5,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_6,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_7,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_8,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_9,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_10,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_11,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_12,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_13,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_14,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[1,3,5] = 'All odd'",None,All odd,
