folder,figure,file,msg,ok,actual,expected,errortype
V3,Ericson2017figure1,Ericson2017figure1_2,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_2,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_2,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_2,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_2,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
V3,Ericson2017figure1,Ericson2017figure1_4,[] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_4,[0] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_4,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_4,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_4,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_4,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_4,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
V3,Ericson2017figure1,Ericson2017figure1_6,[] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_6,[0] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_6,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_6,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_6,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_6,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_6,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
V3,Ericson2017figure1,Ericson2017figure1_8,[] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_8,[0] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_8,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_8,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_8,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_8,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_8,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
V3,Ericson2017figure1,Ericson2017figure1_9,[] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_9,[0] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_9,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_9,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_9,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_9,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_9,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
V3,Ericson2017figure1,Ericson2017figure1_10,[] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_10,[0] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_10,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_10,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_10,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_10,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_10,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
V3,Ericson2017figure1,Ericson2017figure1_13,[] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_13,[0] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_13,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_13,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_13,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_13,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_13,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
V3,Ericson2017figure1,Ericson2017figure1_14,[] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_14,[0] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_14,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_14,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_14,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_14,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_14,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
V3,Ericson2017figure1,Ericson2017figure1_15,[] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_15,[0] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_15,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_15,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_15,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_15,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_15,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
V3,Ericson2017figure1,Ericson2017figure1_16,[] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_16,[0] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_16,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_16,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_16,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_16,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_16,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
V3,Ericson2017figure1,Ericson2017figure1_17,[] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_17,[0] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_17,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_17,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_17,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_17,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_17,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
V3,Ericson2017figure1,Ericson2017figure1_18,[] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_18,[0] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_18,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_18,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_18,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_18,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_18,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
V3,Ericson2017figure1,Ericson2017figure1_19,[] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_19,[0] = 0,True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_19,"[0,0,0] = 0",True,0,0,
V3,Ericson2017figure1,Ericson2017figure1_19,[-1] = -1,True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_19,"[1,0,-1,-1] = -1 ",True,-1,-1,
V3,Ericson2017figure1,Ericson2017figure1_19,"[1,2,3,4] = 10 ",True,10,10,
V3,Ericson2017figure1,Ericson2017figure1_19,"[-99,1,1,1,1,1] = 94 ",True,-94,-94,
